ref,commission_percent,station_distance,rent,pub_date,pub_time,studio,n_rooms,area,floor,n_floors,n_days,mcc,circle,center_distance,parsing_date,y
/moskva/kvartiry/3-k_kvartira_95_m_810_et._1919547321,0,2,130.0,2020-08-05,19:56:48.507515,0,3,95,8,10,4,0,0,2.350441672322792,2020-08-05,1.368421052631579
/moskva/kvartiry/1-k_kvartira_32_m_15_et._1950334046,50,12,35.0,2020-08-05,20:56:48.507515,0,1,32,1,5,3,0,0,9.372435489307756,2020-08-05,1.09375
/moskva/kvartiry/3-k_kvartira_58_m_89_et._1966488978,,12,60.0,2020-08-05,20:56:48.507515,0,3,58,8,9,4,0,0,7.518119314201787,2020-08-05,1.0344827586206897
/moskva/kvartiry/3-k_kvartira_75_m_1017_et._1798775699,50,3,65.0,2020-08-05,18:56:48.507515,0,3,75,10,17,5,0,0,9.716113089086091,2020-08-05,0.8666666666666667
/moskva/kvartiry/2-k_kvartira_38_m_99_et._1980218267,50,7,32.0,2020-08-05,20:56:48.507515,0,2,38,9,9,6,0,0,12.86651739103494,2020-08-05,0.8421052631578947
/moskva/kvartiry/2-k_kvartira_45_m_516_et._1983627208,100,8,50.0,2020-08-05,20:56:48.507515,0,2,45,5,16,5,0,0,11.857816451516747,2020-08-05,1.1111111111111112
/moskva/kvartiry/3-k_kvartira_76_m_1010_et._1969359458,0,5,90.0,2020-08-05,19:56:48.507515,0,3,76,10,10,5,0,0,6.8322428413998,2020-08-05,1.1842105263157894
/moskva/kvartiry/2-k_kvartira_60_m_34_et._1964718775,100,9,85.0,2020-08-05,20:56:48.507515,0,2,60,3,4,1,0,0,5.16538661677811,2020-08-05,1.4166666666666667
/moskva/kvartiry/2-k_kvartira_55_m_512_et._1964072199,100,8,70.0,2020-08-05,20:56:48.507515,0,2,55,5,12,1,0,0,4.041818546236015,2020-08-05,1.2727272727272727
/moskva/kvartiry/1-k_kvartira_40_m_1616_et._127384368,,7,30.0,2020-08-05,14:56:48.507515,0,1,40,16,16,3,0,0,17.18525020532792,2020-08-05,0.75
/moskva/kvartiry/2-k_kvartira_50_m_15_et._1972616390,,4,50.0,2020-08-05,18:56:48.507515,0,2,50,1,5,6,0,0,8.853363046289289,2020-08-05,1.0
/moskva/kvartiry/3-k_kvartira_100_m_1313_et._1962465115,,3,70.0,2020-08-05,16:56:48.507515,0,3,100,13,13,1,0,0,5.393321360196851,2020-08-05,0.7
/moskva/kvartiry/3-k_kvartira_56_m_35_et._1976810906,,17,45.0,2020-08-05,16:56:48.507515,0,3,56,3,5,7,0,0,10.34751529893556,2020-08-05,0.8035714285714286
/moskva/kvartiry/2-k_kvartira_70_m_618_et._1969647376,50,8,60.0,2020-08-05,20:56:48.507515,0,2,70,6,18,4,0,0,10.738613232563797,2020-08-05,0.8571428571428571
/moskva/kvartiry/2-k_kvartira_44_m_55_et._1952922193,30,7,35.0,2020-08-05,17:56:48.507515,0,2,44,5,5,5,0,0,15.19765150338257,2020-08-05,0.7954545454545454
/moskva/kvartiry/2-k_kvartira_47_m_35_et._1954136583,60,3,55.0,2020-08-05,20:56:48.507515,0,2,47,3,5,1,0,0,6.548568484671067,2020-08-05,1.1702127659574468
/moskva/kvartiry/2-k_kvartira_38_m_69_et._1980845511,,20,35.0,2020-08-05,20:56:48.507515,0,2,38,6,9,,0,0,16.5081390984448,2020-08-05,0.9210526315789473
/moskva/kvartiry/1-k_kvartira_45_m_516_et._1963965487,80,8,70.0,2020-08-05,20:56:48.507515,0,1,45,5,16,4,0,1,2.5891369923902463,2020-08-05,1.5555555555555556
/moskva/kvartiry/1-k_kvartira_40_m_612_et._1957225755,,1,30.0,2020-08-05,12:56:48.507515,0,1,40,6,12,1,0,0,15.19765150338257,2020-08-05,0.75
/moskva/kvartiry/2-k_kvartira_60_m_58_et._1964163068,80,6,85.0,2020-08-05,20:56:48.507515,0,2,60,5,8,1,0,1,3.4395828872816336,2020-08-05,1.4166666666666667
/moskva/kvartiry/1-k_kvartira_37_m_314_et._1960187001,50,5,32.0,2020-08-05,16:56:48.507515,0,1,37,3,14,4,0,0,5.84175515670864,2020-08-05,0.8648648648648649
/moskva/kvartiry/1-k_kvartira_39_m_2022_et._1978342495,,8,28.0,2020-08-05,20:56:48.507515,0,1,39,20,22,6,0,0,20.28006401482817,2020-08-05,0.717948717948718
/moskva/kvartiry/2-k_kvartira_53_m_314_et._1969400483,50,6,65.0,2020-08-05,20:56:48.507515,0,2,53,3,14,1,0,0,11.337152423327126,2020-08-05,1.2264150943396226
/moskva/kvartiry/1-k_kvartira_38_m_917_et._1230075411,,7,40.0,2020-08-05,13:56:48.507515,0,1,38,9,17,9,0,0,10.443150777690152,2020-08-05,1.0526315789473684
/moskva/kvartiry/2-k_kvartira_46_m_35_et._1958482686,,10,45.0,2020-08-05,18:56:48.507515,0,2,46,3,5,5,0,0,14.2673040798135,2020-08-05,0.9782608695652174
/moskva/kvartiry/2-k_kvartira_58_m_1136_et._1969592834,50,5,55.0,2020-08-05,20:56:48.507515,0,2,58,11,36,6,0,0,4.96170717996517,2020-08-05,0.9482758620689655
/moskva/kvartiry/1-k_kvartira_38_m_412_et._1963477444,,2,27.0,2020-08-05,12:56:48.507515,0,1,38,4,12,1,0,0,10.443150777690152,2020-08-05,0.7105263157894737
/moskva/kvartiry/1-k_kvartira_32_m_79_et._1939333574,,5,38.0,2020-08-05,19:56:48.507515,0,1,32,7,9,3,0,0,11.695518580447414,2020-08-05,1.1875
/moskva/kvartiry/studiya_35_m_415_et._1795045560,,4,75.0,2020-08-05,20:56:48.507515,1,1,35,4,15,6,0,0,6.1962879695970425,2020-08-05,2.142857142857143
/moskva/kvartiry/2-k_kvartira_42_m_55_et._1960429854,50,21,27.0,2020-08-05,16:57:26.120156,0,2,42,5,5,3,0,0,9.665403161659539,2020-08-05,0.6428571428571429
/moskva/kvartiry/3-k_kvartira_64_m_312_et._1969013109,50,18,60.0,2020-08-05,19:57:26.120156,0,3,64,3,12,4,0,0,16.18460293813983,2020-08-05,0.9375
/moskva/kvartiry/1-k_kvartira_40_m_812_et._1963657709,50,7,35.0,2020-08-05,20:57:26.120156,0,1,40,8,12,4,0,0,17.749787002559334,2020-08-05,0.875
/moskva/kvartiry/2-k_kvartira_52.4_m_914_et._1967905388,,7,38.0,2020-08-05,10:57:26.120156,0,2,52,9,14,,0,0,15.523108364057276,2020-08-05,0.7307692307692307
/moskva/kvartiry/1-k_kvartira_31_m_716_et._1955646648,,6,30.0,2020-08-05,13:57:26.120156,0,1,31,7,16,1,0,0,7.518119314201787,2020-08-05,0.967741935483871
/moskva/kvartiry/1-k_kvartira_34_m_1217_et._1980686147,,21,18.0,2020-08-05,13:57:26.120156,0,1,34,12,17,2,0,0,20.28006401482817,2020-08-05,0.5294117647058824
/moskva/kvartiry/1-k_kvartira_35_m_69_et._1972792413,110,9,22.0,2020-08-05,17:57:26.120156,0,1,35,6,9,1,0,0,13.104947130339838,2020-08-05,0.6285714285714286
/moskva/kvartiry/1-k_kvartira_37_m_19_et._1971310956,,6,33.0,2020-08-05,16:57:26.120156,0,1,37,1,9,9,0,0,10.738613232563797,2020-08-05,0.8918918918918919
/moskva/kvartiry/1-k_kvartira_38_m_323_et._1950286891,,3,41.0,2020-08-05,11:57:26.120156,0,1,38,3,23,1,0,0,10.443150777690152,2020-08-05,1.0789473684210527
/moskva/kvartiry/1-k_kvartira_42_m_1014_et._1582297946,100,4,35.0,2020-08-05,15:57:26.120156,0,1,42,10,14,,0,0,4.271853909460736,2020-08-05,0.8333333333333334
/moskva/kvartiry/1-k_kvartira_48_m_814_et._1357028014,50,1,25.0,2020-08-05,18:57:26.120156,0,1,48,8,14,9,0,0,14.973041251810885,2020-08-05,0.5208333333333334
/moskva/kvartiry/2-k_kvartira_64_m_325_et._1975753678,,3,50.0,2020-08-05,11:57:26.120156,0,2,64,3,25,,0,0,12.86651739103494,2020-08-05,0.78125
/moskva/kvartiry/1-k_kvartira_37_m_2022_et._1960663061,,9,33.0,2020-08-05,14:57:26.120156,0,1,37,20,22,9,0,0,11.337152423327126,2020-08-05,0.8918918918918919
/moskva/kvartiry/2-k_kvartira_35_m_69_et._1264092907,100,6,43.0,2020-08-05,19:57:26.120156,0,2,35,6,9,7,0,0,9.207817966979363,2020-08-05,1.2285714285714286
/moskva/kvartiry/2-k_kvartira_76_m_314_et._1979898118,50,2,48.0,2020-08-05,21:57:26.120156,0,2,76,3,14,,0,0,10.738613232563797,2020-08-05,0.631578947368421
/moskva/kvartiry/1-k_kvartira_45_m_1225_et._1313611364,100,9,37.0,2020-08-05,15:57:26.120156,0,1,45,12,25,,0,0,11.337152423327126,2020-08-05,0.8222222222222222
/moskva/kvartiry/1-k_kvartira_38_m_49_et._1971281133,,14,27.0,2020-08-05,11:57:26.120156,0,1,38,4,9,5,0,0,14.293167708857114,2020-08-05,0.7105263157894737
/moskva/kvartiry/1-k_kvartira_41_m_417_et._1968860888,,8,30.0,2020-08-05,12:57:26.120156,0,1,41,4,17,1,0,0,20.28006401482817,2020-08-05,0.7317073170731707
/moskva/kvartiry/1-k_kvartira_35_m_714_et._1964632811,,2,36.0,2020-08-05,17:57:54.919438,0,1,35,7,14,1,0,0,14.2673040798135,2020-08-05,1.0285714285714285
/moskva/kvartiry/3-k_kvartira_73_m_712_et._1966413461,,4,49.0,2020-08-05,15:57:54.919438,0,3,73,7,12,3,0,0,12.37597295337994,2020-08-05,0.6712328767123288
/moskva/kvartiry/1-k_kvartira_40_m_1014_et._483349090,,6,33.0,2020-08-05,20:57:54.919438,0,1,40,10,14,4,0,0,17.642858279611982,2020-08-05,0.825
/moskva/kvartiry/studiya_20_m_2025_et._1968146052,,12,25.0,2020-08-05,17:57:54.919438,1,1,20,20,25,1,0,0,19.189259057076622,2020-08-05,1.25
/moskva/kvartiry/2-k_kvartira_45_m_45_et._1959239232,50,9,37.0,2020-08-05,19:57:54.919438,0,2,45,4,5,1,0,0,10.477097307352325,2020-08-05,0.8222222222222222
/moskva/kvartiry/1-k_kvartira_35_m_79_et._1960826072,50,2,30.0,2020-08-05,20:57:54.919438,0,1,35,7,9,7,0,0,13.890305901113779,2020-08-05,0.8571428571428571
/moskva/kvartiry/1-k_kvartira_30.3_m_45_et._1968110599,,9,37.0,2020-08-05,19:57:54.919438,0,1,30,4,5,4,0,0,5.2948330550598985,2020-08-05,1.2333333333333334
/moskva/kvartiry/3-k_kvartira_80_m_1216_et._1959229281,,9,150.0,2020-08-05,21:57:54.919438,0,3,80,12,16,4,0,0,5.770411275331013,2020-08-05,1.875
/moskva/kvartiry/1-k_kvartira_40_m_522_et._1983682153,99,7,29.8,2020-08-05,20:57:54.919438,0,1,40,5,22,3,0,0,7.671028377203213,2020-08-05,0.745
/moskva/kvartiry/1-k_kvartira_40_m_1112_et._1065929849,100,6,36.0,2020-08-05,16:57:54.919438,0,1,40,11,12,,0,0,8.472844364103706,2020-08-05,0.9
/moskva/kvartiry/1-k_kvartira_36_m_915_et._1969832352,50,10,40.0,2020-08-05,20:57:54.919438,0,1,36,9,15,1,0,0,13.35746983723144,2020-08-05,1.1111111111111112
/moskva/kvartiry/2-k_kvartira_106_m_3573_et._1905305357,0,3,320.0,2020-08-05,20:57:54.919438,0,2,106,35,73,6,0,0,4.96170717996517,2020-08-05,3.018867924528302
/moskva/kvartiry/3-k_kvartira_85_m_519_et._1965238391,,8,60.0,2020-08-05,18:57:54.919438,0,3,85,5,19,3,0,0,20.95269505300285,2020-08-05,0.7058823529411765
/moskva/kvartiry/3-k_kvartira_65_m_1014_et._1983804068,100,3,90.0,2020-08-05,20:57:54.919438,0,3,65,10,14,4,0,0,9.665403161659539,2020-08-05,1.3846153846153846
/moskva/kvartiry/2-k_kvartira_75_m_315_et._1825147747,,8,80.0,2020-08-05,20:57:54.919438,0,2,75,3,15,1,0,0,6.1962879695970425,2020-08-05,1.0666666666666667
/moskva/kvartiry/1-k_kvartira_39_m_916_et._1961380363,,6,45.0,2020-08-05,18:57:54.919438,0,1,39,9,16,9,0,0,4.209940184044391,2020-08-05,1.1538461538461537
/moskva/kvartiry/2-k_kvartira_45_m_45_et._1919293817,100,8,50.0,2020-08-05,17:57:54.919438,0,2,45,4,5,3,0,0,5.431555141686898,2020-08-05,1.1111111111111112
/moskva/kvartiry/1-k_kvartira_40_m_3536_et._1976541792,50,5,50.0,2020-08-05,21:57:54.919438,0,1,40,35,36,,0,0,4.96170717996517,2020-08-05,1.25
/moskva/kvartiry/1-k_kvartira_33_m_412_et._1976676345,,6,30.0,2020-08-05,15:57:54.919438,0,1,33,4,12,1,0,0,12.089482000516536,2020-08-05,0.9090909090909091
/moskva/kvartiry/2-k_kvartira_50_m_59_et._1926477288,0,2,80.0,2020-08-05,18:57:54.919438,0,2,50,5,9,6,0,0,3.9429748736368015,2020-08-05,1.6
/moskva/kvartiry/1-k_kvartira_33_m_34_et._1965284980,50,22,19.5,2020-08-05,16:57:54.919438,0,1,33,3,4,9,0,0,12.833674364295671,2020-08-05,0.5909090909090909
/moskva/kvartiry/2-k_kvartira_48_m_59_et._794172491,,14,32.0,2020-08-05,18:57:54.919438,0,2,48,5,9,3,0,0,11.623910675456328,2020-08-05,0.6666666666666666
/moskva/kvartiry/1-k_kvartira_40_m_1525_et._1976611506,,15,30.0,2020-08-05,14:57:54.919438,0,1,40,15,25,,0,0,19.834721014152784,2020-08-05,0.75
/moskva/kvartiry/2-k_kvartira_54_m_1024_et._1936051937,50,2,30.0,2020-08-05,18:57:54.919438,0,2,54,10,24,,0,0,10.738613232563797,2020-08-05,0.5555555555555556
/moskva/kvartiry/4-k_kvartira_130_m_410_et._1958343821,40,5,85.0,2020-08-05,21:57:54.919438,0,4,130,4,10,4,0,0,7.518119314201787,2020-08-05,0.6538461538461539
/moskva/kvartiry/2-k_kvartira_44_m_15_et._1950677528,,8,33.0,2020-08-05,17:57:54.919438,0,2,44,1,5,,0,0,10.738613232563797,2020-08-05,0.75
/moskva/kvartiry/1-k_kvartira_39_m_2025_et._1950369804,50,17,27.0,2020-08-05,21:57:54.919438,0,1,39,20,25,7,0,0,22.579784132396757,2020-08-05,0.6923076923076923
/moskva/kvartiry/4-k_kvartira_160_m_823_et._929870213,0,16,170.0,2020-08-05,20:57:54.919438,0,4,160,8,23,5,0,0,9.665403161659539,2020-08-05,1.0625
/moskva/kvartiry/2-k_kvartira_50_m_612_et._1955616301,,28,40.0,2020-08-05,20:57:54.919438,0,2,50,6,12,4,0,0,13.104947130339838,2020-08-05,0.8
/moskva/kvartiry/studiya_30_m_1112_et._1765205338,,21,50.0,2020-08-05,21:57:54.919438,1,1,30,11,12,,1,0,7.3223283805187585,2020-08-05,1.6666666666666667
/moskva/kvartiry/1-k_kvartira_43.9_m_822_et._1970844547,50,10,60.0,2020-08-05,21:57:54.919438,0,1,44,8,22,5,0,0,11.192041397390943,2020-08-05,1.3636363636363635
/moskva/kvartiry/2-k_kvartira_42_m_1014_et._1953855611,50,10,34.0,2020-08-05,19:57:54.919438,0,2,42,10,14,4,0,0,14.871192477480411,2020-08-05,0.8095238095238095
/moskva/kvartiry/2-k_kvartira_60_m_1244_et._1969861120,50,2,60.0,2020-08-05,18:57:54.919438,0,2,60,12,44,,0,0,4.929521205774406,2020-08-05,1.0
/moskva/kvartiry/1-k_kvartira_40_m_79_et._1977512631,,2,35.0,2020-08-05,15:57:54.919438,0,1,40,7,9,1,0,0,8.854535352572697,2020-08-05,0.875
/moskva/kvartiry/3-k_kvartira_70_m_912_et._1981471539,70,8,75.0,2020-08-05,21:57:54.919438,0,3,70,9,12,5,0,0,8.022086330831291,2020-08-05,1.0714285714285714
/moskva/kvartiry/1-k_kvartira_43_m_15_et._1200645835,,6,36.0,2020-08-05,20:57:54.919438,0,1,43,1,5,1,1,0,8.167439322613241,2020-08-05,0.8372093023255814
/moskva/kvartiry/1-k_kvartira_42_m_49_et._1961755095,100,4,39.0,2020-08-05,19:57:54.919438,0,1,42,4,9,7,0,0,4.271853909460736,2020-08-05,0.9285714285714286
/moskva/kvartiry/4-k_kvartira_137.4_m_1116_et._1862289995,0,11,174.4,2020-08-05,20:57:54.919438,0,4,137,11,16,4,1,0,6.121332330686394,2020-08-05,1.272992700729927
/moskva/kvartiry/1-k_kvartira_37.6_m_1719_et._1979097209,,15,25.0,2020-08-05,14:57:54.919438,0,1,38,17,19,6,0,0,12.089482000516536,2020-08-05,0.6578947368421053
/moskva/kvartiry/studiya_21_m_59_et._1968076070,50,9,28.0,2020-08-05,20:57:54.919438,1,1,21,5,9,6,0,0,8.854535352572697,2020-08-05,1.3333333333333333
/moskva/kvartiry/2-k_kvartira_42_m_99_et._1966943808,25,16,29.0,2020-08-05,20:57:54.919438,0,2,42,9,9,7,0,0,12.33177916408014,2020-08-05,0.6904761904761905
/moskva/kvartiry/1-k_kvartira_45_m_815_et._1961314063,100,4,36.0,2020-08-05,20:57:54.919438,0,1,45,8,15,7,0,0,10.34751529893556,2020-08-05,0.8
/moskva/kvartiry/2-k_kvartira_46_m_45_et._1974072674,55,10,33.0,2020-08-05,22:58:45.502310,0,2,46,4,5,6,0,0,4.209940184044391,2020-08-05,0.717391304347826
/moskva/kvartiry/2-k_kvartira_52_m_1616_et._924724083,0,12,38.0,2020-08-05,20:58:45.502310,0,2,52,16,16,5,0,0,10.34751529893556,2020-08-05,0.7307692307692307
/moskva/kvartiry/3-k_kvartira_58_m_49_et._1968523736,,3,60.0,2020-08-05,21:58:45.502310,0,3,58,4,9,8,0,0,12.647554108980627,2020-08-05,1.0344827586206897
/moskva/kvartiry/2-k_kvartira_45_m_59_et._1918939816,100,7,60.0,2020-08-05,16:58:45.502310,0,2,45,5,9,6,0,0,4.271853909460736,2020-08-05,1.3333333333333333
/moskva/kvartiry/2-k_kvartira_49_m_112_et._1979230920,,23,35.0,2020-08-05,21:58:45.502310,0,2,49,1,12,,0,0,9.665403161659539,2020-08-05,0.7142857142857143
/moskva/kvartiry/2-k_kvartira_70_m_1425_et._1937612091,0,15,70.0,2020-08-05,20:58:45.502310,0,2,70,14,25,6,0,0,12.075557576493836,2020-08-05,1.0
/moskva/kvartiry/2-k_kvartira_44_m_35_et._1962237623,70,10,34.0,2020-08-05,22:58:45.502310,0,2,44,3,5,6,0,0,13.104947130339838,2020-08-05,0.7727272727272727
/moskva/kvartiry/2-k_kvartira_63_m_316_et._1889487983,,5,35.0,2020-08-05,21:58:45.502310,0,2,63,3,16,1,0,0,17.749787002559334,2020-08-05,0.5555555555555556
/moskva/kvartiry/2-k_kvartira_43_m_47_et._1969964516,,11,43.0,2020-08-05,21:58:45.502310,0,2,43,4,7,2,1,0,7.339664030881878,2020-08-05,1.0
/moskva/kvartiry/2-k_kvartira_54_m_1216_et._1977561231,,6,65.0,2020-08-05,20:58:45.502310,0,2,54,12,16,5,0,0,15.272748462756109,2020-08-05,1.2037037037037037
/moskva/kvartiry/2-k_kvartira_45_m_79_et._1962265184,50,7,30.0,2020-08-05,21:58:45.502310,0,2,45,7,9,9,0,0,38.05223639778658,2020-08-05,0.6666666666666666
/moskva/kvartiry/2-k_kvartira_46_m_19_et._1766740016,50,8,40.0,2020-08-05,21:58:45.502310,0,2,46,1,9,5,0,0,14.058448527939985,2020-08-05,0.8695652173913043
/moskva/kvartiry/2-k_kvartira_55_m_1216_et._982059555,,2,50.0,2020-08-05,20:58:45.502310,0,2,55,12,16,6,0,0,4.234874416287521,2020-08-05,0.9090909090909091
/moskva/kvartiry/2-k_kvartira_70_m_217_et._1981432160,,28,50.0,2020-08-05,20:58:45.502310,0,2,70,2,17,6,0,0,17.396838684991508,2020-08-05,0.7142857142857143
/moskva/kvartiry/2-k_kvartira_56_m_69_et._1979359696,,3,42.0,2020-08-05,19:58:45.502310,0,2,56,6,9,1,1,0,8.86937145169443,2020-08-05,0.75
/moskva/kvartiry/2-k_kvartira_52_m_217_et._1453620066,,14,40.0,2020-08-05,20:58:45.502310,0,2,52,2,17,6,0,0,18.55994978703984,2020-08-05,0.7692307692307693
/moskva/kvartiry/2-k_kvartira_50_m_512_et._1964506011,70,10,45.0,2020-08-05,21:58:45.502310,0,2,50,5,12,7,1,0,10.893106224042754,2020-08-05,0.9
/moskva/kvartiry/1-k_kvartira_106_m_55_et._1954365064,,16,24.0,2020-08-05,21:58:45.502310,0,1,106,5,5,2,0,0,11.857816451516747,2020-08-05,0.22641509433962265
/moskva/kvartiry/1-k_kvartira_53_m_1112_et._1980571688,,12,35.0,2020-08-05,19:58:45.502310,0,1,53,11,12,7,0,0,13.558779945548173,2020-08-05,0.660377358490566
/moskva/kvartiry/1-k_kvartira_38_m_917_et._1884030872,,14,35.0,2020-08-05,19:58:45.502310,0,1,38,9,17,5,0,0,13.58360839238828,2020-08-05,0.9210526315789473
/moskva/kvartiry/1-k_kvartira_35_m_35_et._1777235549,0,6,60.0,2020-08-05,20:58:45.502310,0,1,35,3,5,5,0,0,6.548568484671067,2020-08-05,1.7142857142857142
/moskva/kvartiry/studiya_33.2_m_610_et._1970849317,,6,28.0,2020-08-05,16:58:45.502310,1,1,33,6,10,1,0,0,6.226988803128491,2020-08-05,0.8484848484848485
/moskva/kvartiry/3-k_kvartira_65_m_112_et._1967335853,,7,60.0,2020-08-05,22:58:45.502310,0,3,65,1,12,9,0,0,15.037649645206713,2020-08-05,0.9230769230769231
/moskva/kvartiry/1-k_kvartira_42.5_m_45_et._1965881765,,9,32.0,2020-08-05,17:58:45.502310,0,1,42,4,5,6,1,0,7.3223283805187585,2020-08-05,0.7619047619047619
/moskva/kvartiry/studiya_30_m_416_et._1954520939,50,9,50.0,2020-08-05,22:58:45.502310,1,1,30,4,16,2,0,0,5.770411275331013,2020-08-05,1.6666666666666667
/moskva/kvartiry/1-k_kvartira_39.1_m_612_et._1954892774,,6,35.0,2020-08-05,22:58:45.502310,0,1,39,6,12,4,0,0,11.31836121415036,2020-08-05,0.8974358974358975
/moskva/kvartiry/1-k_kvartira_36_m_312_et._606155751,,3,35.0,2020-08-05,21:58:45.502310,0,1,36,3,12,4,0,0,12.37597295337994,2020-08-05,0.9722222222222222
/moskva/kvartiry/1-k_kvartira_31_m_55_et._1920111349,,5,32.0,2020-08-05,20:58:45.502310,0,1,31,5,5,9,0,0,8.588168507674624,2020-08-05,1.032258064516129
/moskva/kvartiry/1-k_kvartira_30_m_55_et._1934899871,,2,28.5,2020-08-05,21:58:45.502310,0,1,30,5,5,4,0,0,11.857816451516747,2020-08-05,0.95
/moskva/kvartiry/1-k_kvartira_40_m_917_et._1800118330,100,6,31.0,2020-08-05,20:58:45.502310,0,1,40,9,17,5,0,0,20.28006401482817,2020-08-05,0.775
/moskva/kvartiry/1-k_kvartira_35_m_1012_et._1826026831,,12,45.0,2020-08-05,20:58:45.502310,0,1,35,10,12,4,0,0,9.207817966979363,2020-08-05,1.2857142857142858
/moskva/kvartiry/1-k_kvartira_40_m_422_et._1969533090,50,9,34.0,2020-08-05,22:58:45.502310,0,1,40,4,22,5,0,0,17.492094911507404,2020-08-05,0.85
/moskva/kvartiry/5-k_kvartira_260_m_614_et._1883497067,0,7,750.0,2020-08-05,18:58:45.502310,0,5,260,6,14,4,0,0,5.1098852741901215,2020-08-05,2.8846153846153846
/moskva/kvartiry/1-k_kvartira_30_m_210_et._1382590576,,6,23.0,2020-08-05,19:58:45.502310,0,1,30,2,10,1,0,0,24.387314519709967,2020-08-05,0.7666666666666667
/moskva/kvartiry/3-k_kvartira_85_m_2123_et._1970249742,,12,60.0,2020-08-05,20:58:45.502310,0,3,85,21,23,9,0,0,8.853363046289289,2020-08-05,0.7058823529411765
/moskva/kvartiry/1-k_kvartira_34.8_m_712_et._1972921652,50,9,35.0,2020-08-05,17:58:45.502310,0,1,35,7,12,,0,0,5.16538661677811,2020-08-05,1.0
/moskva/kvartiry/1-k_kvartira_33_m_29_et._1969253433,,5,32.0,2020-08-05,21:58:45.502310,0,1,33,2,9,1,0,0,13.279670805067859,2020-08-05,0.9696969696969697
/moskva/kvartiry/1-k_kvartira_42_m_19_et._1955980773,50,12,30.0,2020-08-05,23:27:45.502310,0,1,42,1,9,4,1,0,9.612267682438688,2020-08-05,0.7142857142857143
/moskva/kvartiry/1-k_kvartira_35_m_1516_et._1970369825,,7,32.0,2020-08-05,16:58:45.502310,0,1,35,15,16,1,0,0,10.280529714740107,2020-08-05,0.9142857142857143
/moskva/kvartiry/1-k_kvartira_36_m_35_et._1973641174,,20,28.0,2020-08-05,20:58:45.502310,0,1,36,3,5,9,0,0,8.854535352572697,2020-08-05,0.7777777777777778
/moskva/kvartiry/3-k_kvartira_90_m_525_et._1964676856,70,6,85.0,2020-08-05,20:58:45.502310,0,3,90,5,25,1,0,0,11.337152423327126,2020-08-05,0.9444444444444444
/moskva/kvartiry/1-k_kvartira_38_m_614_et._1832509848,100,11,30.0,2020-08-05,20:58:45.502310,0,1,38,6,14,9,0,0,10.477097307352325,2020-08-05,0.7894736842105263
/moskva/kvartiry/studiya_20_m_19_et._1927455913,,3,39.999,2020-08-05,20:58:45.502310,1,1,20,1,9,,0,0,4.271853909460736,2020-08-05,1.9999500000000001
/moskva/kvartiry/2-k_kvartira_46_m_316_et._1941898891,20,28,51.0,2020-08-05,21:59:38.249508,0,2,46,3,16,,0,0,8.854535352572697,2020-08-05,1.108695652173913
/moskva/kvartiry/1-k_kvartira_40_m_712_et._1952851692,,11,33.0,2020-08-05,22:59:38.249508,0,1,40,7,12,1,0,0,12.844090430537948,2020-08-05,0.825
/moskva/kvartiry/1-k_kvartira_31_m_55_et._1916359185,50,6,28.0,2020-08-05,22:59:38.249508,0,1,31,5,5,8,0,0,10.477097307352325,2020-08-05,0.9032258064516129
/moskva/kvartiry/3-k_kvartira_93_m_1530_et._1969286202,0,5,135.0,2020-08-05,22:59:38.249508,0,3,93,15,30,2,1,0,6.121332330686394,2020-08-05,1.4516129032258065
/moskva/kvartiry/3-k_kvartira_100_m_722_et._1958110845,0,5,130.0,2020-08-05,23:14:38.249508,0,3,100,7,22,5,1,0,5.806246700885527,2020-08-05,1.3
/moskva/kvartiry/1-k_kvartira_40_m_1017_et._1974657522,50,1,23.0,2020-08-05,21:59:38.249508,0,1,40,10,17,,0,0,20.28006401482817,2020-08-05,0.575
/moskva/kvartiry/3-k_kvartira_67_m_412_et._1959563519,,8,51.0,2020-08-05,22:59:38.249508,0,3,67,4,12,,0,0,16.05311753942439,2020-08-05,0.7611940298507462
/moskva/kvartiry/1-k_kvartira_40_m_1214_et._1964130963,,5,40.0,2020-08-05,21:59:38.249508,0,1,40,12,14,6,0,0,17.642858279611982,2020-08-05,1.0
/moskva/kvartiry/1-k_kvartira_30_m_55_et._1980547014,,12,30.0,2020-08-05,22:59:38.249508,0,1,30,5,5,6,0,0,42.08652548896108,2020-08-05,1.0
/moskva/kvartiry/4-k_kvartira_140_m_19_et._1873524898,0,7,179.0,2020-08-05,22:59:38.249508,0,4,140,1,9,5,0,1,3.082867206614293,2020-08-05,1.2785714285714285
/moskva/kvartiry/2-k_kvartira_82_m_721_et._1977361163,,7,52.0,2020-08-05,21:59:38.249508,0,2,82,7,21,9,0,0,12.833674364295671,2020-08-05,0.6341463414634146
/moskva/kvartiry/2-k_kvartira_44_m_55_et._1976841706,,27,40.0,2020-08-05,23:08:38.249508,0,2,44,5,5,2,0,0,8.854535352572697,2020-08-05,0.9090909090909091
/moskva/kvartiry/2-k_kvartira_53_m_1516_et._1970808881,50,10,40.0,2020-08-05,22:59:38.249508,0,2,53,15,16,4,0,0,13.558779945548173,2020-08-05,0.7547169811320755
/moskva/kvartiry/1-k_kvartira_42_m_1924_et._1915787971,,6,50.0,2020-08-05,22:59:38.249508,0,1,42,19,24,4,0,0,14.2673040798135,2020-08-05,1.1904761904761905
