ref,commission_percent,station_distance,rent,pub_date,pub_time,studio,n_rooms,area,floor,n_floors,n_days,mcc,circle,center_distance,parsing_date,y
/moskva/kvartiry/1-k_kvartira_40_m_117_et._1960933674,80,14,37.0,2020-07-28,,0,1,40,1,17,10,0,0,12.075557576493836,2020-08-04,0.925
/moskva/kvartiry/3-k_kvartira_92_m_3840_et._1937289009,0,7,150.0,2020-07-30,,0,3,92,38,40,6,0,0,10.34751529893556,2020-08-04,1.6304347826086956
/moskva/kvartiry/2-k_kvartira_62_m_58_et._1809481328,50,6,80.0,2020-08-01,,0,2,62,5,8,4,0,0,0.2146959541557752,2020-08-04,1.2903225806451613
/moskva/kvartiry/3-k_kvartira_60_m_39_et._1841934919,50,8,47.0,2020-07-29,,0,3,60,3,9,8,1,0,9.612267682438688,2020-08-04,0.7833333333333333
/moskva/kvartiry/1-k_kvartira_36_m_1316_et._1762837532,,28,35.0,2020-07-31,,0,1,36,13,16,7,0,0,12.785580057042635,2020-08-04,0.9722222222222222
/moskva/kvartiry/2-k_kvartira_42.6_m_45_et._1926398419,50,9,36.3,2020-07-29,,0,2,43,4,5,7,0,0,6.225509592284085,2020-08-04,0.8441860465116279
/moskva/kvartiry/3-k_kvartira_68_m_1047_et._1806080384,50,9,80.0,2020-08-01,,0,3,68,10,47,4,0,0,6.225509592284085,2020-08-04,1.1764705882352942
/moskva/kvartiry/2-k_kvartira_68_m_2023_et._665518858,,3,60.0,2020-08-03,,0,2,68,20,23,7,0,0,16.167248744604045,2020-08-04,0.8823529411764706
/moskva/kvartiry/2-k_kvartira_58_m_817_et._1981080274,50,10,45.0,2020-07-31,,0,2,58,8,17,5,0,0,10.34751529893556,2020-08-04,0.7758620689655172
/moskva/kvartiry/2-k_kvartira_50_m_35_et._1954245823,,6,55.0,2020-07-30,,0,2,50,3,5,6,0,0,4.745268302856832,2020-08-04,1.1
/moskva/kvartiry/2-k_kvartira_43_m_24_et._1955892854,30,10,40.0,2020-07-28,,0,2,43,2,4,8,0,1,2.9704877667873966,2020-08-04,0.9302325581395349
/moskva/kvartiry/1-k_kvartira_32_m_99_et._1217560341,,15,32.0,2020-08-01,,0,1,32,9,9,4,0,0,12.37597295337994,2020-08-04,1.0
/moskva/kvartiry/1-k_kvartira_35_m_29_et._1977070118,,4,45.0,2020-07-30,,0,1,35,2,9,15,0,0,15.136161437397824,2020-08-04,1.2857142857142858
/moskva/kvartiry/3-k_kvartira_75_m_48_et._1961271784,50,9,48.0,2020-07-29,,0,3,75,4,8,7,0,0,9.880492727191683,2020-08-04,0.64
/moskva/kvartiry/1-k_kvartira_37_m_814_et._1977592780,50,2,49.0,2020-07-29,,0,1,37,8,14,7,0,0,5.9255803599455605,2020-08-04,1.3243243243243243
/moskva/kvartiry/2-k_kvartira_52_m_1114_et._1970127663,,13,45.0,2020-07-28,,0,2,52,11,14,8,0,0,12.844090430537948,2020-08-04,0.8653846153846154
/moskva/kvartiry/2-k_kvartira_51_m_1017_et._1931292709,100,3,40.0,2020-07-29,,0,2,51,10,17,7,0,0,15.136161437397824,2020-08-04,0.7843137254901961
/moskva/kvartiry/2-k_kvartira_61_m_1217_et._1977563390,,5,45.0,2020-07-30,,0,2,61,12,17,6,0,0,11.623910675456328,2020-08-04,0.7377049180327869
/moskva/kvartiry/2-k_kvartira_63_m_1264_et._1925036455,,3,269.0,2020-07-30,,0,2,63,12,64,6,0,0,5.360876439382452,2020-08-04,4.26984126984127
/moskva/kvartiry/1-k_kvartira_38_m_814_et._1970179438,,11,35.0,2020-08-01,,0,1,38,8,14,11,0,0,20.95269505300285,2020-08-04,0.9210526315789473
/moskva/kvartiry/1-k_kvartira_41_m_516_et._1864007843,50,8,30.0,2020-08-01,,0,1,41,5,16,4,0,0,16.5081390984448,2020-08-04,0.7317073170731707
/moskva/kvartiry/1-k_kvartira_50_m_29_et._1981314659,40,16,40.0,2020-07-31,,0,1,50,2,9,5,0,0,14.274933458415227,2020-08-04,0.8
/moskva/kvartiry/1-k_kvartira_33_m_89_et._984042524,100,10,26.0,2020-07-29,,0,1,33,8,9,7,0,0,16.81172600601682,2020-08-04,0.7878787878787878
/moskva/kvartiry/studiya_11_m_89_et._1964626427,50,6,25.0,2020-07-28,,1,1,11,8,9,14,0,0,12.844090430537948,2020-08-04,2.272727272727273
/moskva/kvartiry/1-k_kvartira_36.5_m_33_et._1979356686,,16,35.0,2020-08-04,13:52:04.185452,0,1,36,3,3,4,0,0,25.095109224601092,2020-08-04,0.9722222222222222
/moskva/kvartiry/3-k_kvartira_75_m_1117_et._1977962585,,19,50.0,2020-07-31,,0,3,75,11,17,5,0,0,14.293167708857114,2020-08-04,0.6666666666666666
/moskva/kvartiry/studiya_25_m_23_et._1892371967,,8,68.0,2020-07-29,,1,1,25,2,3,7,0,1,2.9704877667873966,2020-08-04,2.72
/moskva/kvartiry/1-k_kvartira_33_m_715_et._1954151087,0,4,50.0,2020-07-28,,0,1,33,7,15,8,0,0,6.1962879695970425,2020-08-04,1.5151515151515151
/moskva/kvartiry/2-k_kvartira_45_m_49_et._1899243651,50,22,40.0,2020-07-31,,0,2,45,4,9,5,0,0,16.05311753942439,2020-08-04,0.8888888888888888
/moskva/kvartiry/1-k_kvartira_39_m_217_et._1948463267,,9,29.0,2020-08-01,,0,1,39,2,17,,0,0,20.28006401482817,2020-08-04,0.7435897435897436
/moskva/kvartiry/1-k_kvartira_35_m_19_et._1897589617,50,9,38.0,2020-07-31,,0,1,35,1,9,5,0,0,42.08652548896108,2020-08-04,1.0857142857142856
/moskva/kvartiry/2-k_kvartira_47.7_m_39_et._1891159297,50,23,35.25,2020-08-01,,0,2,48,3,9,4,0,0,12.37597295337994,2020-08-04,0.734375
/moskva/kvartiry/1-k_kvartira_30_m_15_et._1956619931,20,18,27.0,2020-07-28,,0,1,30,1,5,8,0,0,16.18460293813983,2020-08-04,0.9
/moskva/kvartiry/1-k_kvartira_40_m_517_et._1974426153,40,15,27.0,2020-07-28,,0,1,40,5,17,8,0,0,18.55746949466688,2020-08-04,0.675
/moskva/kvartiry/1-k_kvartira_18_m_15_et._1930603130,,3,24.491,2020-07-28,,0,1,18,1,5,9,0,0,12.647554108980627,2020-08-04,1.360611111111111
/moskva/kvartiry/2-k_kvartira_60_m_22_et._1883756217,50,8,35.0,2020-07-29,,0,2,60,2,2,7,0,0,22.579784132396757,2020-08-04,0.5833333333333334
/moskva/kvartiry/3-k_kvartira_77_m_1317_et._958945152,50,8,40.0,2020-07-21,,0,3,77,13,17,15,0,0,15.523108364057276,2020-08-04,0.5194805194805194
/moskva/kvartiry/2-k_kvartira_46_m_45_et._1979927705,50,3,32.0,2020-08-04,00:52:04.185452,0,2,46,4,5,7,0,0,13.72134321956592,2020-08-04,0.6956521739130435
/moskva/kvartiry/2-k_kvartira_31_m_45_et._659665834,,23,30.0,2020-07-28,,0,2,31,4,5,8,0,0,12.844090430537948,2020-08-04,0.967741935483871
/moskva/kvartiry/2-k_kvartira_60_m_79_et._1905600053,50,4,43.0,2020-07-30,,0,2,60,7,9,6,0,0,9.880492727191683,2020-08-04,0.7166666666666667
/moskva/kvartiry/1-k_kvartira_12_m_12_et._1883003327,,13,19.9,2020-08-03,,0,1,12,1,2,,0,0,15.523108364057276,2020-08-04,1.6583333333333332
/moskva/kvartiry/studiya_36_m_35_et._1967684014,50,9,35.0,2020-07-28,,1,1,36,3,5,12,0,0,13.558779945548173,2020-08-04,0.9722222222222222
/moskva/kvartiry/1-k_kvartira_38_m_217_et._1967572135,50,12,32.0,2020-07-31,,0,1,38,2,17,5,0,0,14.973041251810885,2020-08-04,0.8421052631578947
/moskva/kvartiry/3-k_kvartira_80_m_1014_et._1705100956,,6,65.0,2020-08-04,14:52:04.185452,0,3,80,10,14,4,0,0,16.940818075731936,2020-08-04,0.8125
/moskva/kvartiry/studiya_46_m_2024_et._1898652723,,5,56.0,2020-08-02,,1,1,46,20,24,,0,0,5.428425433229427,2020-08-04,1.2173913043478262
/moskva/kvartiry/2-k_kvartira_54_m_1016_et._1949864689,60,11,48.0,2020-07-30,,0,2,54,10,16,6,0,0,14.2673040798135,2020-08-04,0.8888888888888888
/moskva/kvartiry/2-k_kvartira_38_m_49_et._1971143823,50,14,30.0,2020-07-29,,0,2,38,4,9,7,0,0,10.477097307352325,2020-08-04,0.7894736842105263
/moskva/kvartiry/1-k_kvartira_39_m_425_et._1945204273,40,9,35.0,2020-07-31,,0,1,39,4,25,5,1,0,10.893106224042754,2020-08-04,0.8974358974358975
/moskva/kvartiry/2-k_kvartira_45_m_15_et._1979456894,50,8,40.0,2020-08-01,,0,2,45,1,5,4,0,0,7.06392354263755,2020-08-04,0.8888888888888888
/moskva/kvartiry/2-k_kvartira_52_m_410_et._503698819,,10,45.0,2020-08-04,14:53:01.505281,0,2,52,4,10,6,0,0,14.274933458415227,2020-08-04,0.8653846153846154
/moskva/kvartiry/5-k_kvartira_260_m_1357_et._1951265792,0,8,380.0,2020-08-01,,0,5,260,13,57,4,0,0,8.472844364103706,2020-08-04,1.4615384615384615
/moskva/kvartiry/1-k_kvartira_30_m_1315_et._1835841164,,5,45.0,2020-07-28,,0,1,30,13,15,8,0,0,7.387032237319362,2020-08-04,1.5
/moskva/kvartiry/1-k_kvartira_32_m_55_et._1952450372,,4,30.0,2020-08-04,12:53:01.505281,0,1,32,5,5,7,0,0,12.833674364295671,2020-08-04,0.9375
/moskva/kvartiry/3-k_kvartira_104_m_1517_et._1809715887,0,9,75.0,2020-08-01,,0,3,104,15,17,4,0,0,12.785580057042635,2020-08-04,0.7211538461538461
/moskva/kvartiry/3-k_kvartira_52_m_99_et._1948326349,50,14,42.0,2020-07-29,,0,3,52,9,9,7,0,0,14.058448527939985,2020-08-04,0.8076923076923077
/moskva/kvartiry/studiya_12_m_55_et._1919127421,,4,25.0,2020-07-28,,1,1,12,5,5,8,0,0,12.833674364295671,2020-08-04,2.0833333333333335
/moskva/kvartiry/2-k_kvartira_58_m_59_et._1977228019,,7,40.0,2020-07-29,,0,2,58,5,9,7,0,0,9.36889997825766,2020-08-04,0.6896551724137931
/moskva/kvartiry/1-k_kvartira_45_m_625_et._1969002877,50,8,45.0,2020-07-29,,0,1,45,6,25,7,1,0,8.167439322613241,2020-08-04,1.0
/moskva/kvartiry/2-k_kvartira_85_m_217_et._1926648064,0,9,75.0,2020-07-29,,0,2,85,2,17,7,0,0,13.35746983723144,2020-08-04,0.8823529411764706
/moskva/kvartiry/4-k_kvartira_124_m_1117_et._1532271864,0,7,80.0,2020-07-30,,0,4,124,11,17,6,0,0,11.31836121415036,2020-08-04,0.6451612903225806
/moskva/kvartiry/1-k_kvartira_40_m_517_et._1934052349,100,16,30.0,2020-07-31,,0,1,40,5,17,7,0,0,16.677312176056162,2020-08-04,0.75
/moskva/kvartiry/4-k_kvartira_75_m_812_et._1958720545,,8,60.0,2020-07-28,,0,4,75,8,12,15,0,0,24.387314519709967,2020-08-04,0.8
/moskva/kvartiry/2-k_kvartira_54_m_917_et._1981611829,70,3,50.0,2020-07-21,,0,2,54,9,17,15,0,0,13.35746983723144,2020-08-04,0.9259259259259259
/moskva/kvartiry/1-k_kvartira_38.1_m_517_et._1969677849,40,8,28.0,2020-07-28,,0,1,38,5,17,8,0,0,12.184305862368571,2020-08-04,0.7368421052631579
/moskva/kvartiry/studiya_18_m_1920_et._1889517326,,17,26.52,2020-07-29,,1,1,18,19,20,7,0,0,22.579784132396757,2020-08-04,1.4733333333333334
/moskva/kvartiry/2-k_kvartira_64.4_m_1725_et._1962667638,,19,70.0,2020-07-31,,0,2,64,17,25,5,0,0,42.08652548896108,2020-08-04,1.09375
/moskva/kvartiry/2-k_kvartira_51_m_614_et._1946288364,50,10,38.0,2020-07-31,,0,2,51,6,14,5,0,0,15.815910794687333,2020-08-04,0.7450980392156863
/moskva/kvartiry/2-k_kvartira_58_m_210_et._1981555248,50,5,42.0,2020-07-21,,0,2,58,2,10,15,1,0,6.121332330686394,2020-08-04,0.7241379310344828
/moskva/kvartiry/1-k_kvartira_39_m_218_et._1949299543,33,2,49.9,2020-07-28,,0,1,39,2,18,9,0,0,3.585903480779788,2020-08-04,1.2794871794871794
/moskva/kvartiry/2-k_kvartira_45_m_49_et._883931270,,6,40.0,2020-07-29,,0,2,45,4,9,7,0,0,14.871192477480411,2020-08-04,0.8888888888888888
/moskva/kvartiry/2-k_kvartira_46_m_45_et._1946427819,60,18,35.0,2020-07-28,,0,2,46,4,5,8,0,0,12.844090430537948,2020-08-04,0.7608695652173914
/moskva/kvartiry/4-k_kvartira_101_m_617_et._1936084189,,12,90.0,2020-08-02,,0,4,101,6,17,3,0,0,12.785580057042635,2020-08-04,0.8910891089108911
/moskva/kvartiry/1-k_kvartira_40_m_1217_et._1981359261,60,10,30.0,2020-07-28,,0,1,40,12,17,8,0,0,17.396838684991508,2020-08-04,0.75
/moskva/kvartiry/3-k_kvartira_102_m_3940_et._1430080531,,7,300.0,2020-08-03,,0,3,102,39,40,5,0,0,10.34751529893556,2020-08-04,2.9411764705882355
/moskva/kvartiry/3-k_kvartira_75_m_614_et._1934262113,50,6,48.0,2020-07-30,,0,3,75,6,14,6,0,0,15.853748484776562,2020-08-04,0.64
/moskva/kvartiry/2-k_kvartira_106_m_1010_et._1961676431,,13,85.0,2020-08-01,,0,2,106,10,10,4,0,0,10.34751529893556,2020-08-04,0.8018867924528302
/moskva/kvartiry/1-k_kvartira_35_m_15_et._1976973359,50,6,36.0,2020-07-29,,0,1,35,1,5,15,0,0,5.1098852741901215,2020-08-04,1.0285714285714285
/moskva/kvartiry/1-k_kvartira_40_m_912_et._286154567,80,16,25.0,2020-07-31,,0,1,40,9,12,5,1,0,10.131813490251698,2020-08-04,0.625
/moskva/kvartiry/2-k_kvartira_56_m_29_et._1979638887,60,9,49.9,2020-08-04,11:53:01.505281,0,2,56,2,9,2,0,0,9.207817966979363,2020-08-04,0.8910714285714285
/moskva/kvartiry/2-k_kvartira_52_m_1717_et._1963813910,50,6,41.0,2020-08-01,,0,2,52,17,17,4,0,0,18.95519830381052,2020-08-04,0.7884615384615384
/moskva/kvartiry/2-k_kvartira_42_m_1012_et._686213439,,10,40.0,2020-07-28,,0,2,42,10,12,8,0,0,8.168661268245879,2020-08-04,0.9523809523809523
/moskva/kvartiry/2-k_kvartira_53_m_46_et._1953166702,,6,60.0,2020-07-28,,0,2,53,4,6,8,0,0,5.9255803599455605,2020-08-04,1.1320754716981132
/moskva/kvartiry/studiya_45_m_25_et._1968111972,60,6,90.0,2020-08-01,,1,1,45,2,5,4,0,0,1.6460120122557378,2020-08-04,2.0
/moskva/kvartiry/2-k_kvartira_51_m_1016_et._1981270001,50,4,40.0,2020-07-31,,0,2,51,10,16,5,0,0,15.272748462756109,2020-08-04,0.7843137254901961
/moskva/kvartiry/2-k_kvartira_53_m_49_et._1950048523,40,8,42.0,2020-07-31,,0,2,53,4,9,5,0,0,17.929234141670864,2020-08-04,0.7924528301886793
/moskva/kvartiry/2-k_kvartira_51_m_514_et._1969103402,0,2,150.0,2020-08-01,,0,2,51,5,14,4,0,0,4.057918430854774,2020-08-04,2.9411764705882355
/moskva/kvartiry/2-k_kvartira_55_m_222_et._1927575326,100,6,33.0,2020-07-21,,0,2,55,2,22,15,0,0,16.167248744604045,2020-08-04,0.6
/moskva/kvartiry/3-k_kvartira_115_m_2125_et._1606188237,0,22,100.0,2020-07-31,,0,3,115,21,25,9,0,0,9.716113089086091,2020-08-04,0.8695652173913043
/moskva/kvartiry/3-k_kvartira_160_m_310_et._1969125769,20,5,350.0,2020-07-30,,0,3,160,3,10,7,0,1,2.8295905024514463,2020-08-04,2.1875
/moskva/kvartiry/2-k_kvartira_69_m_2025_et._1978597505,,9,55.0,2020-07-30,,0,2,69,20,25,7,0,0,19.189259057076622,2020-08-04,0.7971014492753623
/moskva/kvartiry/3-k_kvartira_70_m_912_et._1962766125,,5,45.0,2020-07-30,,0,3,70,9,12,15,0,0,16.91850951108148,2020-08-04,0.6428571428571429
/moskva/kvartiry/1-k_kvartira_35_m_29_et._1976332556,,3,38.0,2020-08-02,,0,1,35,2,9,,0,0,16.677312176056162,2020-08-04,1.0857142857142856
/moskva/kvartiry/studiya_50_m_27_et._1943656366,0,6,80.0,2020-07-31,,1,1,50,2,7,5,0,0,2.350441672322792,2020-08-04,1.6
/moskva/kvartiry/2-k_kvartira_50_m_812_et._1968518772,50,8,45.0,2020-08-01,,0,2,50,8,12,,0,0,6.225509592284085,2020-08-04,0.9
/moskva/kvartiry/1-k_kvartira_40_m_23_et._1897101639,,5,60.0,2020-07-30,,0,1,40,2,3,6,0,0,2.3455564591601026,2020-08-04,1.5
/moskva/kvartiry/3-k_kvartira_100_m_510_et._1961255339,,16,100.0,2020-07-29,,0,3,100,5,10,7,0,0,14.058448527939985,2020-08-04,1.0
/moskva/kvartiry/1-k_kvartira_30_m_39_et._1963754870,,12,36.0,2020-07-21,,0,1,30,3,9,15,0,0,17.492094911507404,2020-08-04,1.2
/moskva/kvartiry/2-k_kvartira_52_m_1216_et._1980880350,50,4,42.0,2020-07-28,,0,2,52,12,16,8,0,0,19.24263549643987,2020-08-04,0.8076923076923077
/moskva/kvartiry/4-k_kvartira_170_m_1927_et._1926632038,0,5,300.0,2020-07-30,,0,4,170,19,27,6,0,0,8.854535352572697,2020-08-04,1.7647058823529411
/moskva/kvartiry/studiya_30_m_2047_et._1885208014,,9,57.0,2020-08-02,,1,1,30,20,47,7,0,0,6.225509592284085,2020-08-04,1.9
/moskva/kvartiry/1-k_kvartira_40_m_23_et._1897811378,,5,70.0,2020-07-30,,0,1,40,2,3,6,0,0,0.32170451592479016,2020-08-04,1.75
/moskva/kvartiry/1-k_kvartira_42_m_68_et._1775584661,50,4,70.0,2020-08-03,,0,1,42,6,8,9,0,0,3.301229624520555,2020-08-04,1.6666666666666667
/moskva/kvartiry/2-k_kvartira_75_m_1017_et._1938181186,20,9,60.0,2020-08-01,,0,2,75,10,17,7,0,0,13.35746983723144,2020-08-04,0.8
/moskva/kvartiry/2-k_kvartira_59_m_317_et._1880932049,,7,39.0,2020-07-31,,0,2,59,3,17,5,0,0,21.056346800212825,2020-08-04,0.6610169491525424
/moskva/kvartiry/1-k_kvartira_40_m_1422_et._1965420016,,15,30.0,2020-07-28,,0,1,40,14,22,13,0,0,16.18460293813983,2020-08-04,0.75
/moskva/kvartiry/2-k_kvartira_44.4_m_59_et._1962245145,50,5,33.0,2020-07-28,,0,2,44,5,9,13,1,0,10.980569560542696,2020-08-04,0.75
/moskva/kvartiry/1-k_kvartira_52_m_810_et._1881146399,50,4,35.0,2020-08-01,,0,1,52,8,10,4,0,0,11.337152423327126,2020-08-04,0.6730769230769231
/moskva/kvartiry/1-k_kvartira_37_m_312_et._1852492003,50,10,27.0,2020-07-28,,0,1,37,3,12,14,0,0,14.871192477480411,2020-08-04,0.7297297297297297
/moskva/kvartiry/1-k_kvartira_32_m_1212_et._1958329227,,6,5.0,2020-07-30,,0,1,32,12,12,6,0,0,10.738613232563797,2020-08-04,0.15625
/moskva/kvartiry/1-k_kvartira_32_m_15_et._998093796,,4,28.0,2020-07-28,,0,1,32,1,5,14,0,0,38.05223639778658,2020-08-04,0.875
/moskva/kvartiry/1-k_kvartira_38_m_316_et._1977371483,50,5,33.0,2020-07-29,,0,1,38,3,16,7,0,0,13.279670805067859,2020-08-04,0.868421052631579
/moskva/kvartiry/1-k_kvartira_37_m_312_et._1981379537,50,4,27.0,2020-07-28,,0,1,37,3,12,9,0,0,12.37597295337994,2020-08-04,0.7297297297297297
/moskva/kvartiry/1-k_kvartira_37_m_614_et._1095962596,,6,60.0,2020-07-31,,0,1,37,6,14,9,0,0,3.301229624520555,2020-08-04,1.6216216216216217
/moskva/kvartiry/1-k_kvartira_40_m_1012_et._1927169075,100,6,32.0,2020-07-21,,0,1,40,10,12,15,0,0,14.517695813647885,2020-08-04,0.8
/moskva/kvartiry/3-k_kvartira_94_m_1014_et._1381774504,,12,80.0,2020-07-28,,0,3,94,10,14,12,0,0,11.337152423327126,2020-08-04,0.851063829787234
/moskva/kvartiry/2-k_kvartira_44_m_89_et._1969855419,50,15,40.0,2020-07-31,,0,2,44,8,9,5,0,0,13.558779945548173,2020-08-04,0.9090909090909091
/moskva/kvartiry/1-k_kvartira_37_m_45_et._1977185121,,12,34.0,2020-07-30,,0,1,37,4,5,13,0,0,11.468256055345096,2020-08-04,0.918918918918919
/moskva/kvartiry/1-k_kvartira_32_m_1012_et._1942063124,50,9,35.0,2020-07-21,,0,1,32,10,12,15,0,0,13.890305901113779,2020-08-04,1.09375
/moskva/kvartiry/2-k_kvartira_52_m_217_et._1976711994,50,10,42.0,2020-07-30,,0,2,52,2,17,6,0,0,14.973041251810885,2020-08-04,0.8076923076923077
/moskva/kvartiry/2-k_kvartira_44_m_39_et._1940845085,50,12,30.0,2020-07-31,,0,2,44,3,9,5,0,0,11.267289786799822,2020-08-04,0.6818181818181818
/moskva/kvartiry/2-k_kvartira_60_m_1825_et._1955931503,,9,55.0,2020-07-31,,0,2,60,18,25,,0,0,15.272748462756109,2020-08-04,0.9166666666666666
/moskva/kvartiry/4-k_kvartira_190_m_24_et._1972206527,0,5,400.0,2020-07-30,,0,4,190,2,4,7,0,0,2.3450111132848006,2020-08-04,2.1052631578947367
/moskva/kvartiry/2-k_kvartira_38.6_m_1012_et._1927246032,100,6,40.0,2020-07-21,,0,2,39,10,12,15,0,0,2.061580940262388,2020-08-04,1.0256410256410255
/moskva/kvartiry/2-k_kvartira_50_m_612_et._1967403345,50,7,36.0,2020-07-28,,0,2,50,6,12,10,0,0,14.871192477480411,2020-08-04,0.72
/moskva/kvartiry/4-k_kvartira_180_m_23_et._1972557662,0,5,600.0,2020-07-30,,0,4,180,2,3,6,0,0,1.450401635817082,2020-08-04,3.3333333333333335
/moskva/kvartiry/2-k_kvartira_60_m_618_et._1949754854,100,2,45.0,2020-07-21,,0,2,60,6,18,15,0,0,8.472844364103706,2020-08-04,0.75
/moskva/kvartiry/1-k_kvartira_38_m_1317_et._1970205806,100,6,20.0,2020-07-21,,0,1,38,13,17,15,0,0,20.28006401482817,2020-08-04,0.5263157894736842
/moskva/kvartiry/1-k_kvartira_39_m_814_et._772740582,50,2,30.0,2020-07-31,,0,1,39,8,14,14,0,0,15.523108364057276,2020-08-04,0.7692307692307693
/moskva/kvartiry/studiya_24_m_48_et._1857227927,,5,35.96,2020-07-29,,1,1,24,4,8,7,0,0,12.844090430537948,2020-08-04,1.4983333333333333
/moskva/kvartiry/1-k_kvartira_38.5_m_1016_et._1968130653,50,9,35.0,2020-07-31,,0,1,38,10,16,8,0,0,9.36889997825766,2020-08-04,0.9210526315789473
/moskva/kvartiry/2-k_kvartira_51_m_89_et._1404140503,50,6,45.0,2020-07-29,,0,2,51,8,9,7,0,0,4.057918430854774,2020-08-04,0.8823529411764706
/moskva/kvartiry/2-k_kvartira_55_m_1217_et._1799382745,50,10,35.0,2020-07-28,,0,2,55,12,17,8,0,0,22.579784132396757,2020-08-04,0.6363636363636364
/moskva/kvartiry/1-k_kvartira_34.7_m_415_et._1969544891,,1,42.0,2020-07-31,,0,1,35,4,15,5,0,0,13.558779945548173,2020-08-04,1.2
/moskva/kvartiry/1-k_kvartira_39_m_1422_et._1055483120,50,15,30.0,2020-07-30,,0,1,39,14,22,15,0,0,16.18460293813983,2020-08-04,0.7692307692307693
/moskva/kvartiry/1-k_kvartira_36_m_45_et._1965941805,70,8,26.0,2020-07-29,,0,1,36,4,5,7,0,0,17.749787002559334,2020-08-04,0.7222222222222222
/moskva/kvartiry/1-k_kvartira_39_m_914_et._1952439781,,9,35.0,2020-07-30,,0,1,39,9,14,6,0,0,14.274933458415227,2020-08-04,0.8974358974358975
/moskva/kvartiry/2-k_kvartira_45_m_55_et._1899879661,50,8,32.0,2020-07-31,,0,2,45,5,5,6,0,0,15.19765150338257,2020-08-04,0.7111111111111111
/moskva/kvartiry/2-k_kvartira_45_m_39_et._1968173873,,3,55.0,2020-08-04,18:53:50.789416,0,2,45,3,9,7,0,0,10.738613232563797,2020-08-04,1.2222222222222223
/moskva/kvartiry/2-k_kvartira_45_m_45_et._1975506214,,13,30.0,2020-07-21,,0,2,45,4,5,15,0,0,13.104947130339838,2020-08-04,0.6666666666666666
/moskva/kvartiry/1-k_kvartira_36_m_59_et._1949757001,100,1,37.0,2020-07-21,,0,1,36,5,9,15,0,0,6.225509592284085,2020-08-04,1.0277777777777777
/moskva/kvartiry/3-k_kvartira_70_m_312_et._1146715610,,2,55.0,2020-07-30,,0,3,70,3,12,6,0,0,13.104947130339838,2020-08-04,0.7857142857142857
/moskva/kvartiry/2-k_kvartira_40_m_416_et._1118846125,,10,50.0,2020-08-01,,0,2,40,4,16,8,0,0,12.089482000516536,2020-08-04,1.25
/moskva/kvartiry/1-k_kvartira_42_m_712_et._1952661413,50,4,50.0,2020-07-31,,0,1,42,7,12,5,0,0,7.518119314201787,2020-08-04,1.1904761904761905
/moskva/kvartiry/2-k_kvartira_72_m_28_et._1899772477,0,2,150.0,2020-07-31,,0,2,72,2,8,5,0,0,2.061580940262388,2020-08-04,2.0833333333333335
/moskva/kvartiry/2-k_kvartira_51_m_1317_et._1972074059,40,3,37.0,2020-07-28,,0,2,51,13,17,10,0,0,19.834721014152784,2020-08-04,0.7254901960784313
/moskva/kvartiry/1-k_kvartira_40_m_423_et._1951731962,,12,45.0,2020-07-31,,0,1,40,4,23,5,0,0,14.517695813647885,2020-08-04,1.125
/moskva/kvartiry/3-k_kvartira_77.1_m_1322_et._179182607,,3,55.0,2020-08-01,,0,3,77,13,22,7,0,0,23.49489277665689,2020-08-04,0.7142857142857143
/moskva/kvartiry/1-k_kvartira_37_m_116_et._463222232,50,5,30.0,2020-07-31,,0,1,37,1,16,5,0,0,16.167248744604045,2020-08-04,0.8108108108108109
/moskva/kvartiry/3-k_kvartira_80_m_217_et._1976631548,30,5,53.0,2020-07-31,,0,3,80,2,17,5,0,0,18.95519830381052,2020-08-04,0.6625
/moskva/kvartiry/2-k_kvartira_45_m_2021_et._1976087594,0,16,50.0,2020-07-30,,0,2,45,20,21,6,0,0,12.844090430537948,2020-08-04,1.1111111111111112
/moskva/kvartiry/3-k_kvartira_81_m_1625_et._1973989730,,7,45.0,2020-07-31,,0,3,81,16,25,7,0,0,20.28006401482817,2020-08-04,0.5555555555555556
/moskva/kvartiry/2-k_kvartira_69_m_723_et._1927599196,50,12,45.0,2020-08-02,,0,2,69,7,23,3,0,0,23.49489277665689,2020-08-04,0.6521739130434783
/moskva/kvartiry/3-k_kvartira_75_m_714_et._643578884,,4,60.0,2020-08-01,,0,3,75,7,14,4,0,0,15.853748484776562,2020-08-04,0.8
/moskva/kvartiry/2-k_kvartira_48_m_912_et._1818214107,,15,36.0,2020-07-28,,0,2,48,9,12,8,0,0,9.880492727191683,2020-08-04,0.75
/moskva/kvartiry/3-k_kvartira_60_m_29_et._1974164673,,9,55.0,2020-08-03,,0,3,60,2,9,7,0,0,17.396838684991508,2020-08-04,0.9166666666666666
/moskva/kvartiry/3-k_kvartira_76_m_48_et._1969424241,0,7,135.0,2020-07-31,,0,3,76,4,8,5,0,1,3.4395828872816336,2020-08-04,1.7763157894736843
/moskva/kvartiry/1-k_kvartira_35_m_212_et._1940250860,,14,37.0,2020-08-01,,0,1,35,2,12,7,1,0,8.22312586309167,2020-08-04,1.0571428571428572
/moskva/kvartiry/3-k_kvartira_64_m_89_et._1970211356,50,12,40.0,2020-07-28,,0,3,64,8,9,14,0,0,12.647554108980627,2020-08-04,0.625
/moskva/kvartiry/studiya_33_m_1213_et._1634860779,,7,55.0,2020-07-31,,1,1,33,12,13,9,0,0,6.1962879695970425,2020-08-04,1.6666666666666667
